,c_name,c_type,definition,relation,sub_name,link
700,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",composed of,Channel Access Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=209905
701,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",composed of,Channel Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=209909
702,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",composed of,Channel Development,https://bian.org/servicelandscape-12-0-0/object_6.html?object=209917
703,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,Advanced Voice Services Management,https://bian.org/servicelandscape-12-0-0/object_20.html?object=29564
704,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,eBranch Operations,https://bian.org/servicelandscape-12-0-0/object_21.html?object=30829
705,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,Channel Portfolio,https://bian.org/servicelandscape-12-0-0/object_20.html?object=33256
706,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,Interactive Help,https://bian.org/servicelandscape-12-0-0/object_21.html?object=34001
707,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,Branch Location Operations,https://bian.org/servicelandscape-12-0-0/object_21.html?object=34007
708,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,Channel Activity Analysis,https://bian.org/servicelandscape-12-0-0/object_21.html?object=34254
709,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,Customer Workbench,https://bian.org/servicelandscape-12-0-0/object_21.html?object=34733
710,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,eBranch Management,https://bian.org/servicelandscape-12-0-0/object_21.html?object=34844
711,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,Branch Location Management,https://bian.org/servicelandscape-12-0-0/object_21.html?object=35932
712,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,Advanced Voice Services Operations,https://bian.org/servicelandscape-12-0-0/object_21.html?object=37680
713,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,Channel Activity History,https://bian.org/servicelandscape-12-0-0/object_21.html?object=38870
714,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,Branch Portfolio,https://bian.org/servicelandscape-12-0-0/object_22.html?object=39935
715,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,Contact Center Management,https://bian.org/servicelandscape-12-0-0/object_22.html?object=40392
716,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,Point of Service,https://bian.org/servicelandscape-12-0-0/object_22.html?object=43170
717,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,Contact Center Operations,https://bian.org/servicelandscape-12-0-0/object_22.html?object=43894
718,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,Card Terminal Operation,https://bian.org/servicelandscape-12-0-0/object_22.html?object=45274
719,Channel Management,Capability,"Ability to establish, analyze, and utilize a physical or non-physical (virtual) conduit through which products, related services, or communications are delivered or received. 
This includes, but is not limited to, branches, kiosks, ATMs, internet, phone and other mobile devices. ",served by,Branch Network Management,https://bian.org/servicelandscape-12-0-0/object_23.html?object=48774
720,Partner Management,Capability,"Ability to establish, control, predict, process, organize an individual, or other legal entity, that has, plans to have, or has an agreement with the organization with the intent to exchange monetary and / or non-monetary value in the provisioning of products and services other means of assistance  to a customer. ",composed of,Partner Performance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=208101
721,Partner Management,Capability,"Ability to establish, control, predict, process, organize an individual, or other legal entity, that has, plans to have, or has an agreement with the organization with the intent to exchange monetary and / or non-monetary value in the provisioning of products and services other means of assistance  to a customer. ",composed of,Partner Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=208103
722,Partner Management,Capability,"Ability to establish, control, predict, process, organize an individual, or other legal entity, that has, plans to have, or has an agreement with the organization with the intent to exchange monetary and / or non-monetary value in the provisioning of products and services other means of assistance  to a customer. ",composed of,Partner Establishment,https://bian.org/servicelandscape-12-0-0/object_6.html?object=208109
723,Partner Management,Capability,"Ability to establish, control, predict, process, organize an individual, or other legal entity, that has, plans to have, or has an agreement with the organization with the intent to exchange monetary and / or non-monetary value in the provisioning of products and services other means of assistance  to a customer. ",served by,Merchant Relations,https://bian.org/servicelandscape-12-0-0/object_21.html?object=30772
724,Partner Management,Capability,"Ability to establish, control, predict, process, organize an individual, or other legal entity, that has, plans to have, or has an agreement with the organization with the intent to exchange monetary and / or non-monetary value in the provisioning of products and services other means of assistance  to a customer. ",served by,Interbank Relationship Management,https://bian.org/servicelandscape-12-0-0/object_21.html?object=31849
725,Partner Management,Capability,"Ability to establish, control, predict, process, organize an individual, or other legal entity, that has, plans to have, or has an agreement with the organization with the intent to exchange monetary and / or non-monetary value in the provisioning of products and services other means of assistance  to a customer. ",served by,Correspondent Bank Operations,https://bian.org/servicelandscape-12-0-0/object_21.html?object=32729
726,Partner Management,Capability,"Ability to establish, control, predict, process, organize an individual, or other legal entity, that has, plans to have, or has an agreement with the organization with the intent to exchange monetary and / or non-monetary value in the provisioning of products and services other means of assistance  to a customer. ",served by,Syndicate Management,https://bian.org/servicelandscape-12-0-0/object_21.html?object=37738
727,Partner Management,Capability,"Ability to establish, control, predict, process, organize an individual, or other legal entity, that has, plans to have, or has an agreement with the organization with the intent to exchange monetary and / or non-monetary value in the provisioning of products and services other means of assistance  to a customer. ",served by,Product Broker Agreement,https://bian.org/servicelandscape-12-0-0/object_22.html?object=40829
728,Partner Management,Capability,"Ability to establish, control, predict, process, organize an individual, or other legal entity, that has, plans to have, or has an agreement with the organization with the intent to exchange monetary and / or non-monetary value in the provisioning of products and services other means of assistance  to a customer. ",served by,Correspondent Bank Relationship Management,https://bian.org/servicelandscape-12-0-0/object_22.html?object=40957
729,Partner Management,Capability,"Ability to establish, control, predict, process, organize an individual, or other legal entity, that has, plans to have, or has an agreement with the organization with the intent to exchange monetary and / or non-monetary value in the provisioning of products and services other means of assistance  to a customer. ",served by,Corporate Relationship,https://bian.org/servicelandscape-12-0-0/object_22.html?object=41082
730,Partner Management,Capability,"Ability to establish, control, predict, process, organize an individual, or other legal entity, that has, plans to have, or has an agreement with the organization with the intent to exchange monetary and / or non-monetary value in the provisioning of products and services other means of assistance  to a customer. ",served by,Sub Custodian Agreement,https://bian.org/servicelandscape-12-0-0/object_22.html?object=41356
731,Partner Management,Capability,"Ability to establish, control, predict, process, organize an individual, or other legal entity, that has, plans to have, or has an agreement with the organization with the intent to exchange monetary and / or non-monetary value in the provisioning of products and services other means of assistance  to a customer. ",served by,Merchant Acquiring Facility,https://bian.org/servicelandscape-12-0-0/object_20.html?object=42530
732,Partner Management,Capability,"Ability to establish, control, predict, process, organize an individual, or other legal entity, that has, plans to have, or has an agreement with the organization with the intent to exchange monetary and / or non-monetary value in the provisioning of products and services other means of assistance  to a customer. ",served by,Card Network Participant Facility,https://bian.org/servicelandscape-12-0-0/object_22.html?object=42759
733,Partner Management,Capability,"Ability to establish, control, predict, process, organize an individual, or other legal entity, that has, plans to have, or has an agreement with the organization with the intent to exchange monetary and / or non-monetary value in the provisioning of products and services other means of assistance  to a customer. ",served by,Counterparty Administration,https://bian.org/servicelandscape-12-0-0/object_23.html?object=48219
734,Partner Management,Capability,"Ability to establish, control, predict, process, organize an individual, or other legal entity, that has, plans to have, or has an agreement with the organization with the intent to exchange monetary and / or non-monetary value in the provisioning of products and services other means of assistance  to a customer. ",served by,Corporate Alliance and Stake Holder,https://bian.org/servicelandscape-12-0-0/object_23.html?object=48575
735,Partner Management,Capability,"Ability to establish, control, predict, process, organize an individual, or other legal entity, that has, plans to have, or has an agreement with the organization with the intent to exchange monetary and / or non-monetary value in the provisioning of products and services other means of assistance  to a customer. ",served by,Correspondent Bank Directory,https://bian.org/servicelandscape-12-0-0/object_23.html?object=48674
736,Interaction Management,Capability,"Ability to define, design, track, activate, terminate and control access to a set of contemporaneous collaborations or contacts about a given subject, over a span of time, between two or more entities, using one or more channels, at one or more physical or virtual locations such as meetings, interviews, seminars, or consultations. ",composed of,Interaction Design,https://bian.org/servicelandscape-12-0-0/object_6.html?object=154193
737,Interaction Management,Capability,"Ability to define, design, track, activate, terminate and control access to a set of contemporaneous collaborations or contacts about a given subject, over a span of time, between two or more entities, using one or more channels, at one or more physical or virtual locations such as meetings, interviews, seminars, or consultations. ",composed of,Interaction Establishment,https://bian.org/servicelandscape-12-0-0/object_6.html?object=154195
738,Interaction Management,Capability,"Ability to define, design, track, activate, terminate and control access to a set of contemporaneous collaborations or contacts about a given subject, over a span of time, between two or more entities, using one or more channels, at one or more physical or virtual locations such as meetings, interviews, seminars, or consultations. ",composed of,Interaction Analysis (analytics),https://bian.org/servicelandscape-12-0-0/object_6.html?object=154198
739,Interaction Management,Capability,"Ability to define, design, track, activate, terminate and control access to a set of contemporaneous collaborations or contacts about a given subject, over a span of time, between two or more entities, using one or more channels, at one or more physical or virtual locations such as meetings, interviews, seminars, or consultations. ",composed of,Interaction Information Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=154200
740,Interaction Management,Capability,"Ability to define, design, track, activate, terminate and control access to a set of contemporaneous collaborations or contacts about a given subject, over a span of time, between two or more entities, using one or more channels, at one or more physical or virtual locations such as meetings, interviews, seminars, or consultations. ",composed of,Interaction Experience Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=154202
741,Interaction Management,Capability,"Ability to define, design, track, activate, terminate and control access to a set of contemporaneous collaborations or contacts about a given subject, over a span of time, between two or more entities, using one or more channels, at one or more physical or virtual locations such as meetings, interviews, seminars, or consultations. ",composed of,Interaction Monitoring,https://bian.org/servicelandscape-12-0-0/object_6.html?object=154204
742,Interaction Management,Capability,"Ability to define, design, track, activate, terminate and control access to a set of contemporaneous collaborations or contacts about a given subject, over a span of time, between two or more entities, using one or more channels, at one or more physical or virtual locations such as meetings, interviews, seminars, or consultations. ",served by,Servicing Event History,https://bian.org/servicelandscape-12-0-0/object_21.html?object=30330
743,Interaction Management,Capability,"Ability to define, design, track, activate, terminate and control access to a set of contemporaneous collaborations or contacts about a given subject, over a span of time, between two or more entities, using one or more channels, at one or more physical or virtual locations such as meetings, interviews, seminars, or consultations. ",served by,Customer Relationship Management,https://bian.org/servicelandscape-12-0-0/object_21.html?object=30437
744,Interaction Management,Capability,"Ability to define, design, track, activate, terminate and control access to a set of contemporaneous collaborations or contacts about a given subject, over a span of time, between two or more entities, using one or more channels, at one or more physical or virtual locations such as meetings, interviews, seminars, or consultations. ",served by,Corporate Relationship,https://bian.org/servicelandscape-12-0-0/object_22.html?object=41082
745,Interaction Management,Capability,"Ability to define, design, track, activate, terminate and control access to a set of contemporaneous collaborations or contacts about a given subject, over a span of time, between two or more entities, using one or more channels, at one or more physical or virtual locations such as meetings, interviews, seminars, or consultations. ",served by,Servicing Activity Analysis,https://bian.org/servicelandscape-12-0-0/object_22.html?object=46634
746,Interaction Management,Capability,"Ability to define, design, track, activate, terminate and control access to a set of contemporaneous collaborations or contacts about a given subject, over a span of time, between two or more entities, using one or more channels, at one or more physical or virtual locations such as meetings, interviews, seminars, or consultations. ",served by,Customer Event History,https://bian.org/servicelandscape-12-0-0/object_23.html?object=47633
747,Interaction Management,Capability,"Ability to define, design, track, activate, terminate and control access to a set of contemporaneous collaborations or contacts about a given subject, over a span of time, between two or more entities, using one or more channels, at one or more physical or virtual locations such as meetings, interviews, seminars, or consultations. ",served by,Session Dialogue,https://bian.org/servicelandscape-12-0-0/object_23.html?object=48273
748,Initiative Defintion,Capability,NA,composed of,Initiative Identification,https://bian.org/servicelandscape-12-0-0/object_6.html?object=258508
749,Initiative Defintion,Capability,NA,composed of,Initiative Establishment,https://bian.org/servicelandscape-12-0-0/object_6.html?object=258712
750,Initiative Defintion,Capability,NA,is part of,Initiative Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=215612
751,Agreement Terms and Conditions Management,Capability,"Ability to establish, modify, and interpret legally enforceable arrangements, provisions, requirements, rules and specifications of an agreement.",composed of,Agreement Price Determination,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156173
752,Agreement Terms and Conditions Management,Capability,"Ability to establish, modify, and interpret legally enforceable arrangements, provisions, requirements, rules and specifications of an agreement.",composed of,Agreement Validation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156175
753,Agreement Terms and Conditions Management,Capability,"Ability to establish, modify, and interpret legally enforceable arrangements, provisions, requirements, rules and specifications of an agreement.",composed of,Agreement Standard Terms Inclusion,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156177
754,Agreement Terms and Conditions Management,Capability,"Ability to establish, modify, and interpret legally enforceable arrangements, provisions, requirements, rules and specifications of an agreement.",composed of,Agreement Custom Terms Inclusion,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156179
755,Agreement Terms and Conditions Management,Capability,"Ability to establish, modify, and interpret legally enforceable arrangements, provisions, requirements, rules and specifications of an agreement.",is part of,Agreement Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130022
756,Agreement Terms and Conditions Management,Capability,"Ability to establish, modify, and interpret legally enforceable arrangements, provisions, requirements, rules and specifications of an agreement.",served by,Credit Facility,https://bian.org/servicelandscape-12-0-0/object_22.html?object=40622
757,Agreement Terms and Conditions Management,Capability,"Ability to establish, modify, and interpret legally enforceable arrangements, provisions, requirements, rules and specifications of an agreement.",served by,Customer Billing,https://bian.org/servicelandscape-12-0-0/object_20.html?object=42033
758,Agreement Access Management,Capability,"Ability to define, interpret, and enforce the right to view, use, or modify an agreement. ",composed of,Agreement Access Definition,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156144
759,Agreement Access Management,Capability,"Ability to define, interpret, and enforce the right to view, use, or modify an agreement. ",composed of,Agreement Access Control,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156148
760,Agreement Access Management,Capability,"Ability to define, interpret, and enforce the right to view, use, or modify an agreement. ",is part of,Agreement Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130022
761,Agreement Definition,Capability,Ability to register (declare into existence) an agreement.,is part of,Agreement Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130022
762,Agreement Lifecycle Management,Capability,Ability to activate and terminate an agreement.,composed of,Agreement Activation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156152
763,Agreement Lifecycle Management,Capability,Ability to activate and terminate an agreement.,composed of,Agreement Termination,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156154
764,Agreement Lifecycle Management,Capability,Ability to activate and terminate an agreement.,is part of,Agreement Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130022
765,Agreement Association Management,Capability,Ability to manage the relationship of agreements with other business objects and/or utilize other capabilities in the management of agreements. ,composed of,Agreement to Financial Account Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156158
766,Agreement Association Management,Capability,Ability to manage the relationship of agreements with other business objects and/or utilize other capabilities in the management of agreements. ,composed of,Agreement to Risk Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156160
767,Agreement Association Management,Capability,Ability to manage the relationship of agreements with other business objects and/or utilize other capabilities in the management of agreements. ,composed of,Agreement to Information Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156162
768,Agreement Association Management,Capability,Ability to manage the relationship of agreements with other business objects and/or utilize other capabilities in the management of agreements. ,composed of,Agreement to Product Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156164
769,Agreement Association Management,Capability,Ability to manage the relationship of agreements with other business objects and/or utilize other capabilities in the management of agreements. ,composed of,Agreement to Customer Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156166
770,Agreement Association Management,Capability,Ability to manage the relationship of agreements with other business objects and/or utilize other capabilities in the management of agreements. ,composed of,Agreement to Channel Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156168
771,Agreement Association Management,Capability,Ability to manage the relationship of agreements with other business objects and/or utilize other capabilities in the management of agreements. ,is part of,Agreement Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130022
772,Agreement Valuation,Capability,Ability to determine agreement worth in various ways. ,is part of,Agreement Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130022
773,Financial Instrument Corporate Action Management,Capability,Ability to administer the correct allocation of entitlements to a customer arising from corporate actions of financial instruments.,composed of,Corporate Action Notification,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95283
774,Financial Instrument Corporate Action Management,Capability,Ability to administer the correct allocation of entitlements to a customer arising from corporate actions of financial instruments.,composed of,Corporate Action Monitoring,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95285
775,Financial Instrument Corporate Action Management,Capability,Ability to administer the correct allocation of entitlements to a customer arising from corporate actions of financial instruments.,composed of,Corporate Action Calculation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95287
776,Financial Instrument Corporate Action Management,Capability,Ability to administer the correct allocation of entitlements to a customer arising from corporate actions of financial instruments.,is part of,Financial Instrument Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95279
777,Financial Instrument Position / Balance Management,Capability,Ability to determine the quantity of a given financial instrument. ,is part of,Financial Instrument Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95279
778,Financial Instrument Association Management,Capability,Ability to manage the relationship of financial instruments with other business objects and/or utilize other capabilities in the management of financial instruments. ,composed of,Financial Instrument to Market Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95295
779,Financial Instrument Association Management,Capability,Ability to manage the relationship of financial instruments with other business objects and/or utilize other capabilities in the management of financial instruments. ,composed of,Financial Instrument to Information Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95297
780,Financial Instrument Association Management,Capability,Ability to manage the relationship of financial instruments with other business objects and/or utilize other capabilities in the management of financial instruments. ,is part of,Financial Instrument Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95279
781,Financial Instrument Association Management,Capability,Ability to manage the relationship of financial instruments with other business objects and/or utilize other capabilities in the management of financial instruments. ,served by,Financial Instrument Reference Data Management,https://bian.org/servicelandscape-12-0-0/object_22.html?object=40174
782,Financial Instrument Custodial Management,Capability,Ability to hold financial instruments in safekeeping on behalf of a third party.,composed of,Financial Instrument Delivery,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95301
783,Financial Instrument Custodial Management,Capability,Ability to hold financial instruments in safekeeping on behalf of a third party.,composed of,Financial Instrument Inventory Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95303
784,Financial Instrument Custodial Management,Capability,Ability to hold financial instruments in safekeeping on behalf of a third party.,composed of,Financial Instrument Receipt,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95305
785,Financial Instrument Custodial Management,Capability,Ability to hold financial instruments in safekeeping on behalf of a third party.,is part of,Financial Instrument Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95279
786,Financial Instrument Custodial Management,Capability,Ability to hold financial instruments in safekeeping on behalf of a third party.,served by,Branch Currency Management,https://bian.org/servicelandscape-12-0-0/object_23.html?object=48817
787,Financial Instrument Establishment,Capability,Ability to declare a new financial instrument.,is part of,Financial Instrument Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95279
788,Financial Instrument Valuation,Capability,"Ability to determine and assign the monetary worth of a financial instrument, including mark-to-market and other valuation mechanisms at a point in time.",composed of,Financial Instrument Projected Valuation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95291
789,Financial Instrument Valuation,Capability,"Ability to determine and assign the monetary worth of a financial instrument, including mark-to-market and other valuation mechanisms at a point in time.",composed of,Financial Instrument Current Valuation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95311
790,Financial Instrument Valuation,Capability,"Ability to determine and assign the monetary worth of a financial instrument, including mark-to-market and other valuation mechanisms at a point in time.",composed of,Financial Instrument Historical Valuation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95313
791,Financial Instrument Valuation,Capability,"Ability to determine and assign the monetary worth of a financial instrument, including mark-to-market and other valuation mechanisms at a point in time.",is part of,Financial Instrument Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95279
792,Financial Instrument Valuation,Capability,"Ability to determine and assign the monetary worth of a financial instrument, including mark-to-market and other valuation mechanisms at a point in time.",served by,Financial Instrument Valuation,https://bian.org/servicelandscape-12-0-0/object_21.html?object=30950
793,Financial Instrument Valuation,Capability,"Ability to determine and assign the monetary worth of a financial instrument, including mark-to-market and other valuation mechanisms at a point in time.",served by,Financial Instrument Valuation Models,https://bian.org/servicelandscape-12-0-0/object_20.html?object=33097
794,Issued Device Access Management,Capability,NA,is part of,Issued Device Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=57833
795,Issued Device Association Management,Capability,Ability to manage the relationship of issued devices with other business objects and/or utilize other capabilities in the management of issued devices. ,is part of,Issued Device Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=57833
796,Issued Device Status Management,Capability,The ability to manage and maintain a device status,is part of,Issued Device Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=57833
797,Issued Device to Agreement Linking,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of issued devices with agreements. ",is part of,Issued Device Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=57833
798,Issued Device to Product Linking,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of issued devices with products. ",is part of,Issued Device Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=57833
799,Issued Device Production,Capability,Ability to provision and manufacture an issued device.,is part of,Issued Device Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=57833
800,Issued Device Issuance,Capability,Ability to issue an issued device. ,is part of,Issued Device Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=57833
801,Order Placement,Capability,Ability to place or enter an order for the exchange or trade of a financial instrument in the appropriate financial market(s).,composed of,Order Structuring,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210515
802,Order Placement,Capability,Ability to place or enter an order for the exchange or trade of a financial instrument in the appropriate financial market(s).,composed of,Order Monitoring,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210517
803,Order Placement,Capability,Ability to place or enter an order for the exchange or trade of a financial instrument in the appropriate financial market(s).,composed of,Order / Financial Market Match,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210519
804,Order Placement,Capability,Ability to place or enter an order for the exchange or trade of a financial instrument in the appropriate financial market(s).,composed of,Order Matching,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210521
805,Order Placement,Capability,Ability to place or enter an order for the exchange or trade of a financial instrument in the appropriate financial market(s).,is part of,Order Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130800
806,Order Placement,Capability,Ability to place or enter an order for the exchange or trade of a financial instrument in the appropriate financial market(s).,served by,Market Order Execution,https://bian.org/servicelandscape-12-0-0/object_22.html?object=47408
807,Order Cancellation,Capability,Ability to stop an order placement and settlement based on a request or order exception.,is part of,Order Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130800
808,Order Association Management,Capability,Ability to manage the relationship of an order with other business objects and/or utilize other capabilities in the management of orders. ,composed of,Order to Risk Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210500
809,Order Association Management,Capability,Ability to manage the relationship of an order with other business objects and/or utilize other capabilities in the management of orders. ,composed of,Order to Information Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210502
810,Order Association Management,Capability,Ability to manage the relationship of an order with other business objects and/or utilize other capabilities in the management of orders. ,composed of,Order to Agreement Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210504
811,Order Association Management,Capability,Ability to manage the relationship of an order with other business objects and/or utilize other capabilities in the management of orders. ,composed of,Order to Financial Instrument Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210508
812,Order Association Management,Capability,Ability to manage the relationship of an order with other business objects and/or utilize other capabilities in the management of orders. ,is part of,Order Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130800
813,Order Validation,Capability,Ability to ensure that a provided order satisfies the minimum level of requirements to place and settle.,composed of,Order Affordability Validation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210523
814,Order Validation,Capability,Ability to ensure that a provided order satisfies the minimum level of requirements to place and settle.,composed of,Financial Instrument Suitability Verification,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210525
815,Order Validation,Capability,Ability to ensure that a provided order satisfies the minimum level of requirements to place and settle.,is part of,Order Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130800
816,Order Definition/ Creation,Capability,Ability to create an order.,is part of,Order Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130800
817,Order Quote Management,Capability,Ability to obtain and provide offers for exchange of a financial instrument in response to a trade order.,composed of,Quote Request,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210494
818,Order Quote Management,Capability,Ability to obtain and provide offers for exchange of a financial instrument in response to a trade order.,is part of,Order Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130800
819,Trade Finance Issuance,Capability,Ability to issue letters of credit ,is part of,Trade Finance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130830
820,Trade Finance Association Management,Capability,Ability to manage the relationship of trade finance with other business objects and/or utilize other capabilities in the management of trade finance. ,composed of,Trade Finance to Information Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=161014
